LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate
1065,-,1121904541,2005.07.20,R24-M1-N5-C:J03-U01,2005-07-20-17.09.01.109294,R24-M1-N5-C:J03-U01,RAS,KERNEL,INFO,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions
1040,-,1121901046,2005.07.20,R00-M1-NF-C:J04-U11,2005-07-20-16.10.46.120814,R00-M1-NF-C:J04-U11,RAS,KERNEL,INFO,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions
1799,-,1133280774,2005.11.29,R55-M0-N9-C:J06-U11,2005-11-29-08.12.54.614554,R55-M0-N9-C:J06-U11,RAS,KERNEL,INFO,13 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 4562 seconds,E14,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds
1836,-,1133448298,2005.12.01,R73-M1-N7-C:J04-U01,2005-12-01-06.44.58.829439,R73-M1-N7-C:J04-U01,RAS,KERNEL,INFO,"10712 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
1383,KERNMNTF,1125694345,2005.09.02,R04-M0-NC-I:J18-U11,2005-09-02-13.52.25.806989,R04-M0-NC-I:J18-U11,RAS,KERNEL,FATAL,Lustre mount FAILED : bglio75 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>
1889,-,1133454977,2005.12.01,R35-M0-NC-C:J15-U11,2005-12-01-08.36.17.734289,R35-M0-NC-C:J15-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
121,KERNDTLB,1118542012,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.06.52.571964,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
1837,-,1133448302,2005.12.01,R75-M0-N4-C:J12-U01,2005-12-01-06.45.02.528716,R75-M0-N4-C:J12-U01,RAS,KERNEL,INFO,"10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
1479,-,1128510395,2005.10.05,R62-M1-N8-I:J18-U01,2005-10-05-04.06.35.463665,R62-M1-N8-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",E26,"ciod: Error loading /<*>: invalid or missing program image, Permission denied"
1154,-,1122256043,2005.07.24,R24-M1-NF-C:J05-U01,2005-07-24-18.47.23.101939,R24-M1-NF-C:J05-U01,RAS,KERNEL,INFO,generating core.33115,E67,generating core.<*>
514,-,1120217012,2005.07.01,R16-M1-N6-C:J15-U01,2005-07-01-04.23.32.012882,R16-M1-N6-C:J15-U01,RAS,KERNEL,INFO,generating core.8628,E67,generating core.<*>
307,-,1118773837,2005.06.14,R24-M0-NF-C:J08-U01,2005-06-14-11.30.37.732517,R24-M0-NF-C:J08-U01,RAS,KERNEL,FATAL,core configuration register: 0x00002000,E43,core configuration register: <*>
233,-,1118769561,2005.06.14,R26-M0-N4-C:J16-U01,2005-06-14-10.19.21.829677,R26-M0-N4-C:J16-U01,RAS,KERNEL,FATAL,exception syndrome register: 0x00800000,E61,exception syndrome register: <*>
219,-,1118768111,2005.06.14,R20-M1-N7-C:J16-U01,2005-06-14-09.55.11.455484,R20-M1-N7-C:J16-U01,RAS,KERNEL,FATAL,data address: 0x00000002,E50,data address: <*>
784,-,1120969348,2005.07.09,R37-M0-NA-C:J10-U01,2005-07-09-21.22.28.245426,R37-M0-NA-C:J10-U01,RAS,KERNEL,INFO,generating core.6917,E67,generating core.<*>
1613,-,1131065341,2005.11.03,R25-M1-N5-C:J16-U01,2005-11-03-16.49.01.163874,R25-M1-N5-C:J16-U01,RAS,KERNEL,INFO,2354412 floating point alignment exceptions,E4,<*> floating point alignment exceptions
867,-,1121256768,2005.07.13,R30-M0-ND-C:J09-U01,2005-07-13-05.12.48.222029,R30-M0-ND-C:J09-U01,RAS,KERNEL,INFO,generating core.34898,E67,generating core.<*>
1549,-,1131058316,2005.11.03,R65-M0-N1-C:J04-U01,2005-11-03-14.51.56.723449,R65-M0-N1-C:J04-U01,RAS,KERNEL,INFO,iar 00106210 dear 0244c20c,E70,iar <*> dear <*>
330,-,1118852703,2005.06.15,R02-M1-N0-C:J12-U11,2005-06-15-09.25.03.582371,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
1278,-,1124741161,2005.08.22,R04-M1-N8-I:J18-U11,2005-08-22-13.06.01.351555,R04-M1-N8-I:J18-U11,RAS,KERNEL,INFO,ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,E34,ciod: generated <*> core files for program <*>
794,-,1120969704,2005.07.09,R27-M1-N8-C:J08-U11,2005-07-09-21.28.24.603741,R27-M1-N8-C:J08-U11,RAS,KERNEL,INFO,generating core.23838,E67,generating core.<*>
589,-,1120486728,2005.07.04,R17-M1-N4-C:J07-U11,2005-07-04-07.18.48.526515,R17-M1-N4-C:J07-U11,RAS,KERNEL,INFO,generating core.3006,E67,generating core.<*>
422,-,1119725352,2005.06.25,R24-M0-N7-C:J10-U01,2005-06-25-11.49.12.823777,R24-M0-N7-C:J10-U01,RAS,KERNEL,INFO,generating core.58777,E67,generating core.<*>
1064,-,1121904520,2005.07.20,R36-M0-N7-C:J08-U01,2005-07-20-17.08.40.559526,R36-M0-N7-C:J08-U01,RAS,KERNEL,INFO,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions
403,-,1119715593,2005.06.25,R32-M0-NA-C:J13-U11,2005-06-25-09.06.33.323216,R32-M0-NA-C:J13-U11,RAS,KERNEL,INFO,generating core.37749,E67,generating core.<*>
32,-,1117984246,2005.06.05,R30-M1-N3-C:J02-U01,2005-06-05-08.10.46.344235,R30-M1-N3-C:J02-U01,RAS,KERNEL,FATAL,force load/store alignment...............0,E64,force load/store alignment...............<*>
1914,-,1133455494,2005.12.01,R44-M1-NC-C:J03-U01,2005-12-01-08.44.54.498009,R44-M1-NC-C:J03-U01,RAS,KERNEL,INFO,"10714 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
985,-,1121496542,2005.07.15,R02-M1-NA-C:J05-U11,2005-07-15-23.49.02.062268,R02-M1-NA-C:J05-U11,RAS,KERNEL,INFO,generating core.29543,E67,generating core.<*>
293,-,1118772772,2005.06.14,R21-M0-NF-C:J09-U01,2005-06-14-11.12.52.380819,R21-M0-NF-C:J09-U01,RAS,KERNEL,FATAL,floating point instr. enabled.....1,E62,floating point instr. enabled.....<*>
490,-,1120148687,2005.06.30,R14-M0-N1-C:J12-U01,2005-06-30-09.24.47.505143,R14-M0-N1-C:J12-U01,RAS,KERNEL,INFO,generating core.7777,E67,generating core.<*>
1461,-,1127515927,2005.09.23,R07-M0-ND-C:J16-U01,2005-09-23-15.52.07.594229,R07-M0-ND-C:J16-U01,RAS,KERNEL,INFO,"CE sym 27, at 0x166a9f20, mask 0x02",E18,"CE sym <*>, at <*>, mask <*>"
1243,-,1123914577,2005.08.12,R61-M1-N0-I:J18-U01,2005-08-12-23.29.37.454616,R61-M1-N0-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",E25,"ciod: Error loading /<*>: invalid or missing program image, Exec format error"
1577,-,1131060157,2005.11.03,R66-M1-NB-C:J17-U01,2005-11-03-15.22.37.393511,R66-M1-NB-C:J17-U01,RAS,KERNEL,INFO,487476 floating point alignment exceptions,E4,<*> floating point alignment exceptions
327,-,1118852544,2005.06.15,R02-M1-N0-C:J12-U11,2005-06-15-09.22.24.246149,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
93,-,1118292507,2005.06.08,R26-M0-NB-C:J09-U11,2005-06-08-21.48.27.952411,R26-M0-NB-C:J09-U11,RAS,KERNEL,INFO,generating core.1818,E67,generating core.<*>
405,-,1119715612,2005.06.25,R23-M0-N9-C:J05-U01,2005-06-25-09.06.52.855570,R23-M0-N9-C:J05-U01,RAS,KERNEL,INFO,generating core.56155,E67,generating core.<*>
965,-,1121494314,2005.07.15,R23-M0-NE-C:J16-U11,2005-07-15-23.11.54.188138,R23-M0-NE-C:J16-U11,RAS,KERNEL,INFO,generating core.17212,E67,generating core.<*>
995,-,1121598039,2005.07.17,R21-M1-NA-C:J05-U11,2005-07-17-04.00.39.450366,R21-M1-NA-C:J05-U11,RAS,KERNEL,INFO,generating core.45183,E67,generating core.<*>
999,-,1121598257,2005.07.17,R31-M1-N3-C:J05-U01,2005-07-17-04.04.17.544035,R31-M1-N3-C:J05-U01,RAS,KERNEL,INFO,generating core.20691,E67,generating core.<*>
913,-,1121312054,2005.07.13,R33-M1-NA-C:J12-U11,2005-07-13-20.34.14.390511,R33-M1-NA-C:J12-U11,RAS,KERNEL,INFO,generating core.10645,E67,generating core.<*>
941,-,1121313974,2005.07.13,R21-M0-N9-C:J17-U11,2005-07-13-21.06.14.855951,R21-M0-N9-C:J17-U11,RAS,KERNEL,INFO,generating core.27704,E67,generating core.<*>
1302,-,1125084029,2005.08.26,R67-M1-NB-C:J11-U11,2005-08-26-12.20.29.691318,R67-M1-NB-C:J11-U11,RAS,KERNEL,INFO,iar 003a9260 dear 012924f8,E70,iar <*> dear <*>
866,-,1121256613,2005.07.13,R25-M0-N7-C:J10-U01,2005-07-13-05.10.13.046702,R25-M0-N7-C:J10-U01,RAS,KERNEL,INFO,generating core.17817,E67,generating core.<*>
836,-,1121172957,2005.07.12,R11-M1-N6-C:J16-U11,2005-07-12-05.55.57.631026,R11-M1-N6-C:J16-U11,RAS,KERNEL,INFO,generating core.2092,E67,generating core.<*>
1523,-,1130675804,2005.10.30,R65-M1-NA-C:J14-U01,2005-10-30-04.36.44.005858,R65-M1-NA-C:J14-U01,RAS,KERNEL,INFO,"CE sym 27, at 0x1b70b860, mask 0x80",E18,"CE sym <*>, at <*>, mask <*>"
1925,-,1133455649,2005.12.01,R23-M1-N5-C:J07-U11,2005-12-01-08.47.29.441454,R23-M1-N5-C:J07-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
767,-,1120968609,2005.07.09,R27-M0-N8-C:J17-U01,2005-07-09-21.10.09.468130,R27-M0-N8-C:J17-U01,RAS,KERNEL,INFO,generating core.11564,E67,generating core.<*>
1027,-,1121707390,2005.07.18,R27-M0-N0-C:J12-U11,2005-07-18-10.23.10.943573,R27-M0-N0-C:J12-U11,RAS,KERNEL,INFO,generating core.27997,E67,generating core.<*>
529,-,1120260065,2005.07.01,R27-M1-N8-C:J17-U01,2005-07-01-16.21.05.938269,R27-M1-N8-C:J17-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
700,-,1120938606,2005.07.09,R13-M0-NB-C:J15-U11,2005-07-09-12.50.06.846867,R13-M0-NB-C:J15-U11,RAS,KERNEL,INFO,generating core.22376,E67,generating core.<*>
1706,-,1131473805,2005.11.08,R62-M0-NE-C:J09-U01,2005-11-08-10.16.45.386821,R62-M0-NE-C:J09-U01,RAS,KERNEL,INFO,iar 00105e84 dear 024701dc,E70,iar <*> dear <*>
1119,-,1122165429,2005.07.23,R16-M0-NE-C:J06-U01,2005-07-23-17.37.09.528299,R16-M0-NE-C:J06-U01,RAS,KERNEL,INFO,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions
122,KERNDTLB,1118542376,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.12.56.115636,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
1795,APPSEV,1133044906,2005.11.26,R33-M1-N4-I:J18-U11,2005-11-26-14.41.46.876542,R33-M1-N4-I:J18-U11,RAS,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47189, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed"
1728,-,1131582509,2005.11.09,R61-M0-NB-C:J05-U01,2005-11-09-16.28.29.127581,R61-M0-NB-C:J05-U01,RAS,KERNEL,INFO,"CE sym 25, at 0x10e1bce0, mask 0x40",E18,"CE sym <*>, at <*>, mask <*>"
